Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:17:18,2022-01-11 06:17:19,0.660s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:17:19,2022-01-11 06:17:19,0.851s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:17:19,2022-01-11 06:17:20,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:17:20,2022-01-11 06:17:21,1.240s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:17:21,2022-01-11 06:17:53,31.573s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/div_Team 1""))",Chrome 97.0.4692.71,,,2022-01-11 06:17:53,2022-01-11 06:18:24,31.584s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/textarea_Use enter to send_yui_3_17_2_1_164_167f3b""), ""hello"")",Chrome 97.0.4692.71,,,2022-01-11 06:18:24,2022-01-11 06:19:28,1m - 3.510s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i__icon fa fa-paper-plane fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:19:28,2022-01-11 06:19:59,31.466s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:19:59,2022-01-11 06:20:00,0.682s,PASSED
,,,,,,,
Test Cases/Chat/Chat private,Chrome 97.0.4692.71,,,2022-01-11 06:20:00,2022-01-11 06:22:44,2m - 44.550s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:20:00,2022-01-11 06:20:01,1.178s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:20:01,2022-01-11 06:20:02,0.664s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:20:02,2022-01-11 06:20:03,0.637s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:20:03,2022-01-11 06:20:04,0.851s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:20:04,2022-01-11 06:20:04,0.432s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:20:04,2022-01-11 06:20:05,1.017s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:20:05,2022-01-11 06:20:37,31.555s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_hello_icon fa fa-caret-right fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:20:37,2022-01-11 06:20:38,1.196s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/div_Student Two""))",Chrome 97.0.4692.71,,,2022-01-11 06:20:38,2022-01-11 06:21:09,31.558s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/textarea_Use enter to send_yui_3_17_2_1_164_1c2d5d""), ""alo"")",Chrome 97.0.4692.71,,,2022-01-11 06:21:09,2022-01-11 06:22:12,1m - 3.009s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i__icon fa fa-paper-plane fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:22:12,2022-01-11 06:22:44,31.453s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:22:44,2022-01-11 06:22:44,0.655s,PASSED
,,,,,,,
Test Cases/Chat/Search user and chat,Chrome 97.0.4692.71,,,2022-01-11 06:22:44,2022-01-11 06:26:01,3m - 16.377s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:22:45,2022-01-11 06:22:46,1.161s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:22:46,2022-01-11 06:22:47,0.640s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:22:47,2022-01-11 06:22:47,0.665s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:22:47,2022-01-11 06:22:48,0.855s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:22:48,2022-01-11 06:22:49,0.435s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:22:49,2022-01-11 06:22:50,0.999s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_See all_icon fa fa-comment-o fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:22:50,2022-01-11 06:23:21,31.453s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""Anh Le"")",Chrome 97.0.4692.71,,,2022-01-11 06:23:21,2022-01-11 06:23:22,1.167s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Messages selected_icon fa fa-search fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:23:22,2022-01-11 06:23:54,31.538s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Anh Lee""))",Chrome 97.0.4692.71,,,2022-01-11 06:23:54,2022-01-11 06:24:25,31.728s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/textarea_Use enter to send_yui_3_17_2_1_164_9e4947""), ""kk"")",Chrome 97.0.4692.71,,,2022-01-11 06:24:25,2022-01-11 06:25:29,1m - 3.112s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i__icon fa fa-paper-plane fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:25:29,2022-01-11 06:26:00,31.637s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:26:00,2022-01-11 06:26:01,0.663s,PASSED
,,,,,,,
Test Cases/Chat/Cancel add contact,Chrome 97.0.4692.71,,,2022-01-11 06:26:01,2022-01-11 06:27:46,1m - 45.228s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:26:01,2022-01-11 06:26:02,1.197s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:26:02,2022-01-11 06:26:03,0.648s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:26:03,2022-01-11 06:26:04,0.672s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:26:04,2022-01-11 06:26:05,0.853s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:26:05,2022-01-11 06:26:05,0.459s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:26:05,2022-01-11 06:26:06,1.031s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:26:06,2022-01-11 06:26:38,31.534s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""student"")",Chrome 97.0.4692.71,,,2022-01-11 06:26:38,2022-01-11 06:26:39,1.582s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Messages selected_icon fa fa-search fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:26:39,2022-01-11 06:27:11,31.523s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Student One""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:11,2022-01-11 06:27:42,31.577s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Student One_icon fa fa-ellipsis-h fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:42,2022-01-11 06:27:44,1.426s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_User info""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:44,2022-01-11 06:27:44,0.505s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Add to contacts""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:44,2022-01-11 06:27:45,0.598s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:45,2022-01-11 06:27:45,0.613s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:27:45,2022-01-11 06:27:46,0.655s,PASSED
,,,,,,,
Test Cases/Chat/Add contact,Chrome 97.0.4692.71,,,2022-01-11 06:27:46,2022-01-11 06:29:02,1m - 15.810s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:27:46,2022-01-11 06:27:48,1.214s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:27:48,2022-01-11 06:27:49,1.152s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:49,2022-01-11 06:27:50,0.737s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:27:50,2022-01-11 06:27:50,0.874s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:27:50,2022-01-11 06:27:51,0.414s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:51,2022-01-11 06:27:52,1.546s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:27:52,2022-01-11 06:28:24,31.687s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""Anh Lee"")",Chrome 97.0.4692.71,,,2022-01-11 06:28:24,2022-01-11 06:28:26,1.536s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Messages selected_btn btn-submit ico_2a7788""))",Chrome 97.0.4692.71,,,2022-01-11 06:28:26,2022-01-11 06:28:26,0.648s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Anh Lee""))",Chrome 97.0.4692.71,,,2022-01-11 06:28:26,2022-01-11 06:28:58,31.760s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Anh Lee_icon fa fa-ellipsis-h fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:28:58,2022-01-11 06:28:59,1.377s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_User info""))",Chrome 97.0.4692.71,,,2022-01-11 06:28:59,2022-01-11 06:29:00,0.601s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Add to contacts""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:00,2022-01-11 06:29:01,0.711s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Add""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:01,2022-01-11 06:29:01,0.605s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:29:01,2022-01-11 06:29:02,0.645s,PASSED
,,,,,,,
Test Cases/Chat/Accept contact,Chrome 97.0.4692.71,,,2022-01-11 06:29:02,2022-01-11 06:31:46,2m - 44.229s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:29:02,2022-01-11 06:29:03,1.159s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:29:03,2022-01-11 06:29:04,0.472s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:04,2022-01-11 06:29:04,0.659s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin3"")",Chrome 97.0.4692.71,,,2022-01-11 06:29:04,2022-01-11 06:29:05,0.831s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:29:05,2022-01-11 06:29:06,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:06,2022-01-11 06:29:07,1.169s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_See all_icon fa fa-comment-o fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:07,2022-01-11 06:29:38,31.534s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Contacts                                 _4239a2""))",Chrome 97.0.4692.71,,,2022-01-11 06:29:38,2022-01-11 06:30:10,31.597s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Requests                                 _76dac8""))",Chrome 97.0.4692.71,,,2022-01-11 06:30:10,2022-01-11 06:30:42,31.674s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/p_Would like to contact you""))",Chrome 97.0.4692.71,,,2022-01-11 06:30:42,2022-01-11 06:31:13,31.727s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/span_Accept and add to contacts""))",Chrome 97.0.4692.71,,,2022-01-11 06:31:13,2022-01-11 06:31:45,32.020s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:31:45,2022-01-11 06:31:46,0.665s,PASSED
,,,,,,,
Test Cases/Chat/Remove a contact,Chrome 97.0.4692.71,,,2022-01-11 06:31:46,2022-01-11 06:33:31,1m - 44.925s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:31:46,2022-01-11 06:31:48,1.152s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:31:48,2022-01-11 06:31:48,0.541s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:31:48,2022-01-11 06:31:49,0.713s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:31:49,2022-01-11 06:31:50,0.907s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:31:50,2022-01-11 06:31:50,0.452s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:31:50,2022-01-11 06:31:52,1.490s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_See all_icon fa fa-comment-o fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:31:52,2022-01-11 06:32:23,31.664s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Private                             _e23f4d""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:23,2022-01-11 06:32:24,1.031s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i__icon fa fa-chevron-right fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:24,2022-01-11 06:32:56,31.590s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Anh Lee_conversation-actions-menu-button""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:56,2022-01-11 06:32:57,1.465s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_User info""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:57,2022-01-11 06:32:58,0.619s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Remove from contacts""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:58,2022-01-11 06:32:59,0.721s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/span_Remove""))",Chrome 97.0.4692.71,,,2022-01-11 06:32:59,2022-01-11 06:33:30,31.602s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:33:30,2022-01-11 06:33:31,0.658s,PASSED
,,,,,,,
Test Cases/Chat/Cancel block user,Chrome 97.0.4692.71,,,2022-01-11 06:33:31,2022-01-11 06:35:16,1m - 44.562s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:33:31,2022-01-11 06:33:33,1.157s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:33:33,2022-01-11 06:33:33,0.661s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:33:33,2022-01-11 06:33:34,0.646s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:33:34,2022-01-11 06:33:35,0.871s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:33:35,2022-01-11 06:33:35,0.436s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:33:35,2022-01-11 06:33:36,1.057s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:33:36,2022-01-11 06:34:08,31.582s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""student"")",Chrome 97.0.4692.71,,,2022-01-11 06:34:08,2022-01-11 06:34:09,1.375s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Messages selected_btn btn-submit ico_2a7788""))",Chrome 97.0.4692.71,,,2022-01-11 06:34:09,2022-01-11 06:34:10,0.539s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Student One""))",Chrome 97.0.4692.71,,,2022-01-11 06:34:10,2022-01-11 06:34:41,31.541s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Student One_icon fa fa-ellipsis-h fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:34:41,2022-01-11 06:34:43,1.831s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Block user""))",Chrome 97.0.4692.71,,,2022-01-11 06:34:43,2022-01-11 06:34:44,0.491s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-11 06:34:44,2022-01-11 06:35:15,31.433s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:35:15,2022-01-11 06:35:16,0.655s,PASSED
,,,,,,,
Test Cases/Chat/Block user,Chrome 97.0.4692.71,,,2022-01-11 06:35:16,2022-01-11 06:36:31,1m - 14.948s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:35:16,2022-01-11 06:35:17,1.192s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:35:17,2022-01-11 06:35:18,0.746s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:18,2022-01-11 06:35:19,0.711s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/form_Username                              _635ab4""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:19,2022-01-11 06:35:19,0.490s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:35:19,2022-01-11 06:35:20,0.835s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:35:20,2022-01-11 06:35:20,0.434s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:20,2022-01-11 06:35:21,1.026s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_0""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:21,2022-01-11 06:35:53,31.646s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""student"")",Chrome 97.0.4692.71,,,2022-01-11 06:35:53,2022-01-11 06:35:54,1.379s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Messages selected_btn btn-submit ico_2a7788""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:54,2022-01-11 06:35:55,0.583s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_Student Two""))",Chrome 97.0.4692.71,,,2022-01-11 06:35:55,2022-01-11 06:36:27,31.687s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Student Two_icon fa fa-ellipsis-h fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:27,2022-01-11 06:36:28,1.516s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_User info""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:28,2022-01-11 06:36:29,0.514s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Block user""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:29,2022-01-11 06:36:29,0.634s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/button_Block""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:29,2022-01-11 06:36:30,0.627s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 06:36:30,2022-01-11 06:36:31,0.646s,PASSED
,,,,,,,
Test Cases/Chat/Cancel unblock user,Chrome 97.0.4692.71,,,2022-01-11 06:36:31,2022-01-11 06:38:15,1m - 44.748s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 06:36:31,2022-01-11 06:36:32,1.184s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 06:36:32,2022-01-11 06:36:33,0.703s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:33,2022-01-11 06:36:34,0.779s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 06:36:34,2022-01-11 06:36:34,0.882s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 06:36:34,2022-01-11 06:36:35,0.420s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:35,2022-01-11 06:36:36,1.190s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_See all_icon fa fa-comment-o fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:36:36,2022-01-11 06:37:08,31.587s,PASSED
"setText(findTestObject(""Object Repository/Page_Dashboard/input_Messages selected_form-control""), ""student"")",Chrome 97.0.4692.71,,,2022-01-11 06:37:08,2022-01-11 06:37:09,1.266s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/i_Messages selected_icon fa fa-search fa-fw""))",Chrome 97.0.4692.71,,,2022-01-11 06:37:09,2022-01-11 06:37:41,31.725s,PASSED
